from,to
doi:10.3390/biom11070993,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.jviromet.2021.114242,doi:10.1101/2021.02.23.21252259
doi:10.14348/molcells.2021.0075,doi:10.1101/2021.02.23.21252259
doi:10.1371/journal.ppat.1009619,doi:10.1101/2021.02.23.21252259
doi:10.1038/s41579-021-00573-0,doi:10.1101/2021.02.23.21252259
doi:10.3390/v13061002,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.clinmicnews.2021.05.004,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.05.18.21256128,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.05.18.444605,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.cmi.2021.05.022,doi:10.1101/2021.02.23.21252259
doi:10.15585/mmwr.mm7019e1,doi:10.1101/2021.02.23.21252259
doi:10.15585/mmwr.mm7019a1,doi:10.1101/2021.02.23.21252259
doi:10.1080/15257770.2021.1914851,doi:10.1101/2021.02.23.21252259
doi:10.3389/fmed.2021.615099,doi:10.1101/2021.02.23.21252259
doi:10.21203/RS.3.RS-492659/V1,doi:10.1101/2021.02.23.21252259
doi:10.3390/v13061025,doi:10.1101/2021.02.23.21252259
doi:10.28991/SCIMEDJ-2021-03-SI-1,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.04.23.441195,doi:10.1101/2021.02.23.21252259
doi:10.1128/JCM.00926-21,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.chom.2021.04.007,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.04.14.439844,doi:10.1101/2021.02.23.21252259
doi:10.3390/microorganisms9071389,doi:10.1101/2021.02.23.21252259
doi:10.21203/rs.3.rs-400230/v1,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.04.03.21254871,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.04.05.438465,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.31.21254660,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.31.437925,doi:10.1101/2021.02.23.21252259
doi:10.1099/jgv.0.001584,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.29.21254233,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.26.21254367,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.meegid.2021.104910,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.24.436620,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.21.21253978,doi:10.1101/2021.02.23.21252259
doi:10.1093/cid/ciab507,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.21.436311,doi:10.1101/2021.02.23.21252259
doi:10.1016/j.chom.2021.03.008,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.16.21253248,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.10.21253285,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.07.21253098,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.02.23.21252268,doi:10.1101/2021.02.23.21252259
doi:10.1101/2021.03.01.433466,doi:10.1101/2021.02.23.21252259
doi:10.15252/emmm.202114062,doi:10.1101/2021.02.23.21252259
doi:10.1177/20499361211024372,doi:10.1101/2021.02.23.21252259
doi:10.1080/22221751.2021.1929504,doi:10.1101/2021.02.23.21252259
doi:10.1101/2020.12.03.409318,doi:10.1101/2021.02.23.21252259
doi:10.51585/gjm.2021.2.0006,doi:10.1101/2021.02.23.21252259
doi:10.1186/s12882-021-02518-4,doi:10.1101/2021.02.20.21251855
doi:10.1101/2023.10.30.23297774,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2023.120804,doi:10.1101/2021.01.22.21250320
doi:10.3390/idr15050053,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2023.120444,doi:10.1101/2021.01.22.21250320
doi:10.1111/2041-210X.14166,doi:10.1101/2021.01.22.21250320
doi:10.1101/2023.06.23.23291792,doi:10.1101/2021.01.22.21250320
doi:10.1101/2023.06.16.23291524,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.jece.2023.110289,doi:10.1101/2021.01.22.21250320
doi:10.14745/ccdr.v49i05a07f,doi:10.1101/2021.01.22.21250320
doi:10.14745/ccdr.v49i05a07,doi:10.1101/2021.01.22.21250320
doi:10.1371/journal.pone.0284211,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2023.163706,doi:10.1101/2021.01.22.21250320
doi:10.1093/femsmc/xtad006,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2023.162862,doi:10.1101/2021.01.22.21250320
doi:10.1101/2023.02.15.23285942,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2023.162209,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.onehlt.2023.100536,doi:10.1101/2021.01.22.21250320
doi:10.1101/2022.12.15.22283506,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.160024,doi:10.1101/2021.01.22.21250320
doi:10.1371/journal.ppat.1010636,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2023.162572,doi:10.1101/2021.01.22.21250320
doi:10.55504/2689-7296.1040,doi:10.1101/2021.01.22.21250320
doi:10.1101/2022.09.07.22279692,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.158266,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.hazadv.2022.100140,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2022.118809,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.157546,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.157740,doi:10.1101/2021.01.22.21250320
doi:10.1021/acsestwater.2c00016,doi:10.1101/2021.01.22.21250320
doi:10.3389/fmicb.2022.889811,doi:10.1101/2021.01.22.21250320
doi:10.1101/2022.06.03.22275961,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.meegid.2022.105315,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2022.118535,doi:10.1101/2021.01.22.21250320
doi:10.1371/journal.pone.0266407,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.155410,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.155059,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2022.155140,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2022.118257,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2022.119306,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.watres.2022.118162,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.envres.2022.112720,doi:10.1101/2021.01.22.21250320
doi:10.1111/1751-7915.13989,doi:10.1101/2021.01.22.21250320
doi:10.1007/s12560-022-09531-2,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.envres.2021.112496,doi:10.1101/2021.01.22.21250320
doi:10.1128/AEM.01448-21,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2021.149757,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2021.149691,doi:10.1101/2021.01.22.21250320
doi:10.1021/acs.estlett.1c00375,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.08.03.21261298,doi:10.1101/2021.01.22.21250320
doi:10.3390/pathogens10081042,doi:10.1101/2021.01.22.21250320
doi:10.5772/intechopen.99156,doi:10.1101/2021.01.22.21250320
doi:10.1080/09603123.2021.1949437,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.07.19.21260815,doi:10.1101/2021.01.22.21250320
doi:10.3390/v13081647,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.06.08.21258421,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2021.151283,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.scitotenv.2021.148834,doi:10.1101/2021.01.22.21250320
doi:10.1016/j.bjid.2021.101588,doi:10.1101/2021.01.22.21250320
doi:10.1038/s41579-021-00558-z,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.03.28.21254404,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.03.21.21253978,doi:10.1101/2021.01.22.21250320
doi:10.1128/mSystems.00353-21,doi:10.1101/2021.01.22.21250320
doi:10.1371/journal.pone.0253578,doi:10.1101/2021.01.22.21250320
doi:10.1101/2021.02.16.21251787,doi:10.1101/2021.01.22.21250320
doi:10.18297/etd/3635,doi:10.1101/2021.01.22.21250320
doi:10.1177/19458924231204129,doi:10.1097/INF.0000000000003888
doi:10.1016/j.jinf.2023.12.003,doi:10.1093/jpids/piaa161
doi:10.1101/2023.08.28.555120,doi:10.1093/jpids/piaa161
doi:10.1073/pnas.2216521120,doi:10.1093/jpids/piaa161
doi:10.3389/fimmu.2023.1200456,doi:10.1093/jpids/piaa161
doi:10.3390/biomedicines11051455,doi:10.1093/jpids/piaa161
doi:10.1016/j.vaccine.2023.04.035,doi:10.1093/jpids/piaa161
doi:10.3389/fimmu.2023.1107156,doi:10.1093/jpids/piaa161
doi:10.1183/16000617.0197-2022,doi:10.1093/jpids/piaa161
doi:10.1089/vim.2022.0089,doi:10.1093/jpids/piaa161
doi:10.3390/tropicalmed7110380,doi:10.1093/jpids/piaa161
doi:10.3390/life12101652,doi:10.1093/jpids/piaa161
doi:10.1097/INF.0000000000003669,doi:10.1093/jpids/piaa161
doi:10.3390/children9050681,doi:10.1093/jpids/piaa161
doi:10.3390/pathogens11050556,doi:10.1093/jpids/piaa161
doi:10.3389/fped.2022.815857,doi:10.1093/jpids/piaa161
doi:10.1038/s41590-021-01123-9,doi:10.1093/jpids/piaa161
doi:10.1038/s41467-021-27544-6,doi:10.1093/jpids/piaa161
doi:10.1038/s41584-021-00709-9,doi:10.1093/jpids/piaa161
doi:10.1007/s40124-021-00257-6,doi:10.1093/jpids/piaa161
doi:10.1111/jpc.15715,doi:10.1093/jpids/piaa161
doi:10.3390/vaccines9091002,doi:10.1093/jpids/piaa161
doi:10.1055/s-0041-1732320,doi:10.1093/jpids/piaa161
doi:10.1111/apa.16031,doi:10.1093/jpids/piaa161
doi:10.3390/children8070572,doi:10.1093/jpids/piaa161
doi:10.1097/MOP.0000000000001020,doi:10.1093/jpids/piaa161
doi:10.1084/jem.20210446,doi:10.1093/jpids/piaa161
doi:10.1007/s40272-020-00435-x,doi:10.1093/jpids/piaa161
doi:10.1016/j.xops.2024.100468,doi:10.1093/jamia/ocad049
doi:10.3389/fbloc.2023.1275474,doi:10.1093/jamia/ocad049
doi:10.5812/jjcdc-135670,doi:10.1093/ckj/sfab019
doi:10.1038/s41598-022-20493-0,doi:10.1093/ckj/sfab019
doi:10.1016/j.nefro.2021.11.007,doi:10.1093/ckj/sfab019
doi:10.1016/j.ekir.2021.02.001,doi:10.1093/ckj/sfab019
doi:10.1002/alr.23314,doi:10.1093/chemse/bjad002
doi:10.1186/s12993-023-00225-8,doi:10.1093/chemse/bjac036
doi:10.1101/2023.09.20.23295861,doi:10.1093/chemse/bjac036
doi:10.1007/s40136-022-00429-y,doi:10.1093/chemse/bjac036
doi:10.1101/2022.09.11.507407,doi:10.1093/chemse/bjac036
doi:10.3390/molecules28104028,doi:10.1093/chemse/bjab020
doi:10.1038/s41598-022-23176-y,doi:10.1093/chemse/bjab020
doi:10.1101/2022.09.08.507170,doi:10.1093/chemse/bjab020
doi:10.7554/eLife.82502,doi:10.1093/chemse/bjab020
doi:10.1101/2022.05.11.491539,doi:10.1093/chemse/bjab020
doi:10.1016/J.COFS.2021.07.001,doi:10.1093/chemse/bjab020
doi:10.1016/j.crmeth.2022.100233,doi:10.1093/chemse/bjab020
doi:10.1101/2023.09.20.23295861,doi:10.1093/chemse/bjab012
doi:10.3389/fpsyg.2023.1190994,doi:10.1093/chemse/bjab012
doi:10.1101/2023.05.14.23289965,doi:10.1093/chemse/bjab012
doi:10.1055/a-1957-3267,doi:10.1093/chemse/bjab012
doi:10.1016/j.foodqual.2023.104876,doi:10.1093/chemse/bjab012
doi:10.3390/ijms24032117,doi:10.1093/chemse/bjab012
doi:10.1093/chemse/bjad002,doi:10.1093/chemse/bjab012
doi:10.1101/2022.03.23.22272807,doi:10.1093/chemse/bjab012
doi:10.3390/life12101487,doi:10.1093/chemse/bjab012
doi:10.1007/s40136-022-00429-y,doi:10.1093/chemse/bjab012
doi:10.1101/2022.09.11.507407,doi:10.1093/chemse/bjab012
doi:10.1609/icwsm.v16i1.19388,doi:10.1093/chemse/bjab012
doi:10.1016/j.medj.2022.05.004,doi:10.1093/chemse/bjab012
doi:10.1093/chemse/bjac036,doi:10.1093/chemse/bjab012
doi:10.1016/j.jaip.2022.03.003,doi:10.1093/chemse/bjab012
doi:10.1016/j.amjoto.2022.103376,doi:10.1093/chemse/bjab012
doi:10.1093/chemse/bjab038,doi:10.1093/chemse/bjab012
doi:10.1101/2021.06.28.21259639,doi:10.1093/chemse/bjab012
doi:10.1007/978-3-030-86282-4_12,doi:10.1093/chemse/bjab012
doi:10.1007/978-3-030-86282-4_3,doi:10.1093/chemse/bjab012
doi:10.1016/j.meegid.2024.105550,doi:10.1080/22221751.2022.2071173
doi:10.1101/2023.11.20.23297677,doi:10.1080/22221751.2022.2071173
doi:10.1111/irv.13057,doi:10.1080/22221751.2022.2071173
doi:10.1101/2022.09.25.22280344,doi:10.1080/22221751.2022.2071173
doi:10.1016/j.meegid.2022.105315,doi:10.1080/22221751.2022.2071173
doi:10.1177/1471082x231198907,doi:10.1080/10618600.2022.2037434
doi:10.3390/e25091327,doi:10.1080/10618600.2022.2037434
doi:10.1186/s13052-023-01569-7,doi:10.1056/NEJMc2215074
doi:10.1016/s2352-4642(23)00316-4,doi:10.1056/NEJMc2215074
doi:10.1016/s2352-4642(23)00341-3,doi:10.1056/NEJMc2215074
doi:10.3390/jcm13010128,doi:10.1056/NEJMc2215074
doi:10.1016/j.eclinm.2023.102358,doi:10.1056/NEJMc2215074
doi:10.1542/peds.2023-063002,doi:10.1056/NEJMc2215074
doi:10.1136/archdischild-2023-325926,doi:10.1056/NEJMc2215074
doi:10.1016/j.perped.2023.10.001,doi:10.1056/NEJMc2215074
doi:10.1016/j.heliyon.2023.e22642,doi:10.1056/NEJMc2215074
doi:10.3390/medicina59112027,doi:10.1056/NEJMc2215074
doi:10.1542/peds.2023-062101,doi:10.1056/NEJMc2215074
doi:10.1016/j.eclinm.2023.102212,doi:10.1056/NEJMc2215074
doi:10.3389/fped.2023.1223266,doi:10.1056/NEJMc2215074
doi:10.1001/jamapediatrics.2023.2354,doi:10.1056/NEJMc2215074
doi:10.3390/pathogens12080997,doi:10.1056/NEJMc2215074
doi:10.3390/ijms24119373,doi:10.1056/NEJMc2215074
doi:10.1080/14712598.2023.2211709,doi:10.1056/NEJMc2215074
doi:10.1101/2023.04.05.23288005,doi:10.1056/NEJMc2215074
doi:10.1016/j.siny.2023.101433,doi:10.1056/NEJMc2215074
doi:10.1002/ams2.885,doi:10.1056/NEJMc2215074
doi:10.3390/s23229229,doi:10.1038/s41596-021-00641-y
doi:10.3390/ijms241713130,doi:10.1038/s41596-021-00641-y
doi:10.1016/j.drudis.2023.103663,doi:10.1038/s41596-021-00641-y
doi:10.1016/j.addr.2023.114898,doi:10.1038/s41596-021-00641-y
doi:10.1101/2023.04.26.538490,doi:10.1038/s41596-021-00641-y
doi:10.1039/d2nr05868e,doi:10.1038/s41596-021-00641-y
doi:10.1016/j.xcrp.2022.101237,doi:10.1038/s41596-021-00641-y
doi:10.3389/fviro.2022.994843,doi:10.1038/s41596-021-00641-y
doi:10.1101/2022.05.04.490692,doi:10.1038/s41596-021-00641-y
doi:10.1021/acsinfecdis.1c00546,doi:10.1038/s41596-021-00641-y
doi:10.1101/2024.01.18.24301504,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.meomic.2024.100034,doi:10.1038/s41586-021-03908-2
doi:10.1101/2023.11.30.23299240,doi:10.1038/s41586-021-03908-2
doi:10.1128/spectrum.02826-23,doi:10.1038/s41586-021-03908-2
doi:10.1017/cts.2023.652,doi:10.1038/s41586-021-03908-2
doi:10.1183/23120541.00400-2023,doi:10.1038/s41586-021-03908-2
doi:10.1007/s10989-023-10550-1,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.meegid.2023.105476,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.isci.2023.107208,doi:10.1038/s41586-021-03908-2
doi:10.4049/immunohorizons.2300034,doi:10.1038/s41586-021-03908-2
doi:10.1093/sysbio/syad031,doi:10.1038/s41586-021-03908-2
doi:10.1371/journal.ppat.1011348,doi:10.1038/s41586-021-03908-2
doi:10.12688/wellcomeopenres.18701.1,doi:10.1038/s41586-021-03908-2
doi:10.1093/gbe/evad052,doi:10.1038/s41586-021-03908-2
doi:10.1101/2023.03.02.23286677,doi:10.1038/s41586-021-03908-2
doi:10.3390/vaccines11030541,doi:10.1038/s41586-021-03908-2
doi:10.1101/2023.02.15.23286012,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41564-022-01288-5,doi:10.1038/s41586-021-03908-2
doi:10.1021/acs.analchem.2c04709,doi:10.1038/s41586-021-03908-2
doi:10.3389/fmed.2022.995960,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41586-022-05514-2,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.jhazmat.2022.130458,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41467-022-33309-6,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41577-022-00784-3,doi:10.1038/s41586-021-03908-2
doi:10.1080/07391102.2022.2123399,doi:10.1038/s41586-021-03908-2
doi:10.3389/fpubh.2022.949594,doi:10.1038/s41586-021-03908-2
doi:10.22376/ijpbs/lpr.2022.12.5.l206-220,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41598-022-18507-y,doi:10.1038/s41586-021-03908-2
doi:10.1093/ofid/ofac436,doi:10.1038/s41586-021-03908-2
doi:10.1128/mbio.02141-22,doi:10.1038/s41586-021-03908-2
doi:10.1093/pnasnexus/pgac159,doi:10.1038/s41586-021-03908-2
doi:10.1101/2022.08.07.499047,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.diagmicrobio.2022.115789,doi:10.1038/s41586-021-03908-2
doi:10.1101/2022.07.15.22277689,doi:10.1038/s41586-021-03908-2
doi:10.1016/S1473-3099(22)00311-5,doi:10.1038/s41586-021-03908-2
doi:10.3390/v14071494,doi:10.1038/s41586-021-03908-2
doi:10.3390/diagnostics12061503,doi:10.1038/s41586-021-03908-2
doi:10.1093/clinchem/hvac081,doi:10.1038/s41586-021-03908-2
doi:10.1128/jcm.00600-22,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.jcvp.2022.100080,doi:10.1038/s41586-021-03908-2
doi:10.1101/2022.04.25.22274187,doi:10.1038/s41586-021-03908-2
doi:10.1007/s40259-022-00529-7,doi:10.1038/s41586-021-03908-2
doi:10.1371/journal.pone.0267766,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41467-022-29477-0,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41467-022-29477-0,doi:10.1038/s41586-021-03908-2
doi:10.1101/2022.03.29.22273044,doi:10.1038/s41586-021-03908-2
doi:10.1007/s00011-022-01555-5,doi:10.1038/s41586-021-03908-2
doi:10.1007/s00430-022-00729-6,doi:10.1038/s41586-021-03908-2
doi:10.3390/microorganisms10030598,doi:10.1038/s41586-021-03908-2
doi:10.31083/j.fbl2702065,doi:10.1038/s41586-021-03908-2
doi:10.1007/s11030-022-10392-x,doi:10.1038/s41586-021-03908-2
doi:10.3201/eid2803.211972,doi:10.1038/s41586-021-03908-2
doi:10.1128/mbio.03788-21,doi:10.1038/s41586-021-03908-2
doi:10.3390/v14020399,doi:10.1038/s41586-021-03908-2
doi:10.1093/infdis/jiac031,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.ijbiomac.2022.01.059,doi:10.1038/s41586-021-03908-2
doi:10.2196/36538,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.12.22.473949,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41586-021-04388-0,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.12.09.21267544,doi:10.1038/s41586-021-03908-2
doi:10.2196/35311,doi:10.1038/s41586-021-03908-2
doi:10.2196/preprints.35311,doi:10.1038/s41586-021-03908-2
doi:10.3389/fmicb.2021.789062,doi:10.1038/s41586-021-03908-2
doi:10.3390/biology10121310,doi:10.1038/s41586-021-03908-2
doi:10.3390/jdb9040058,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41467-021-27369-3,doi:10.1038/s41586-021-03908-2
doi:10.1080/22221751.2021.2011623,doi:10.1038/s41586-021-03908-2
doi:10.1186/s12929-021-00777-9,doi:10.1038/s41586-021-03908-2
doi:10.1128/Spectrum.01882-21,doi:10.1038/s41586-021-03908-2
doi:10.1128/mBio.02975-21,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.isci.2021.103467,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.banm.2021.11.002,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.ebiom.2021.103626,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.10.18.21264623,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.10.13.464307,doi:10.1038/s41586-021-03908-2
doi:10.1371/journal.ppat.1010248,doi:10.1038/s41586-021-03908-2
doi:10.1038/s41598-021-99827-3,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.10.05.21264583,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.chom.2021.12.004,doi:10.1038/s41586-021-03908-2
doi:10.1016/j.virusres.2021.198629,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.06.30.21259761,doi:10.1038/s41586-021-03908-2
doi:10.1101/2021.05.25.21257695,doi:10.1038/s41586-021-03908-2
doi:10.1101/2022.05.04.490692,doi:10.1038/s41563-021-01088-y
doi:10.1021/acsinfecdis.1c00546,doi:10.1038/s41563-021-01088-y
doi:10.1038/s41596-021-00641-y,doi:10.1038/s41563-021-01088-y
doi:10.1101/2024.01.11.24301110,doi:10.1038/s41467-021-27544-6
doi:10.1186/s40348-023-00169-z,doi:10.1038/s41467-021-27544-6
doi:10.1038/s41598-023-43390-6,doi:10.1038/s41467-021-27544-6
doi:10.3390/jcm12175435,doi:10.1038/s41467-021-27544-6
doi:10.1101/2023.07.28.23293197,doi:10.1038/s41467-021-27544-6
doi:10.1038/s41598-023-38382-5,doi:10.1038/s41467-021-27544-6
doi:10.5501/wjv.v12.i3.193,doi:10.1038/s41467-021-27544-6
doi:10.1101/2023.06.13.544751,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.jtha.2023.05.020,doi:10.1038/s41467-021-27544-6
doi:10.3390/jpm13050755,doi:10.1038/s41467-021-27544-6
doi:10.1038/s41467-023-37269-3,doi:10.1038/s41467-021-27544-6
doi:10.1101/2023.04.04.23288117,doi:10.1038/s41467-021-27544-6
doi:10.3390/biomedicines11041181,doi:10.1038/s41467-021-27544-6
doi:10.3390/diagnostics13071228,doi:10.1038/s41467-021-27544-6
doi:10.3390/ijms24065711,doi:10.1038/s41467-021-27544-6
doi:10.3389/fped.2023.1092860,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.cjca.2023.01.002,doi:10.1038/s41467-021-27544-6
doi:10.1111/pai.13900,doi:10.1038/s41467-021-27544-6
doi:10.1101/2022.12.27.22283890,doi:10.1038/s41467-021-27544-6
doi:10.1371/journal.pone.0266336,doi:10.1038/s41467-021-27544-6
doi:10.1038/s41598-022-23806-5,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.canlet.2022.215996,doi:10.1038/s41467-021-27544-6
doi:10.3389/fped.2022.981711,doi:10.1038/s41467-021-27544-6
doi:10.1136/ard-2022-223269,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.xcrm.2023.101034,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.coi.2022.102228,doi:10.1038/s41467-021-27544-6
doi:10.1101/2022.05.18.22275245,doi:10.1038/s41467-021-27544-6
doi:10.3389/fped.2022.790273,doi:10.1038/s41467-021-27544-6
doi:10.1016/j.jaci.2022.02.028,doi:10.1038/s41467-021-27544-6
doi:10.1038/s41390-022-02422-z,doi:10.1038/s41390-022-02206-5
doi:10.1177/15330338231185284,doi:10.1038/s41390-022-02206-5
doi:10.1021/acsmeasuresciau.3c00066,doi:10.1038/s41378-022-00452-5
doi:10.3390/mi15010095,doi:10.1038/s41378-022-00452-5
doi:10.1021/acsmeasuresciau.3c00012,doi:10.1038/s41378-022-00452-5
doi:10.1021/acs.analchem.3c00354,doi:10.1038/s41378-022-00452-5
doi:10.1038/s41598-023-33188-x,doi:10.1038/s41378-022-00452-5
doi:10.1021/acsptsci.3c00258,doi:10.1021/acsinfecdis.1c00546
doi:10.1016/j.ab.2023.115409,doi:10.1021/acsinfecdis.1c00546
doi:10.24425/pjvs.2023.145056,doi:10.1021/acsinfecdis.1c00546
doi:10.3390/chemosensors11080464,doi:10.1021/acsinfecdis.1c00546
doi:10.1016/j.aca.2023.341733,doi:10.1021/acsinfecdis.1c00546
doi:10.1016/j.aac.2023.07.006,doi:10.1021/acsinfecdis.1c00546
doi:10.1016/j.ab.2023.115223,doi:10.1021/acsinfecdis.1c00546
doi:10.1016/j.drudis.2023.103663,doi:10.1021/acsinfecdis.1c00546
doi:10.1002/EXP.20210027,doi:10.1021/acsinfecdis.1c00546
doi:10.3390/biologics3020007,doi:10.1021/acsinfecdis.1c00546
doi:10.3390/cancers15072151,doi:10.1021/acsinfecdis.1c00546
doi:10.3390/v15020418,doi:10.1021/acsinfecdis.1c00546
doi:10.3390/bios12100848,doi:10.1021/acsinfecdis.1c00546
doi:10.1101/2022.05.04.490692,doi:10.1021/acsinfecdis.1c00546
doi:10.20944/preprints202311.0326.v1,doi:10.1021/acsestwater.2c00047
doi:10.1128/cmr.00103-22,doi:10.1021/acsestwater.2c00047
doi:10.1016/j.biosx.2023.100373,doi:10.1021/acsestwater.2c00047
doi:10.1021/acsestwater.3c00032,doi:10.1021/acsestwater.2c00047
doi:10.1101/2023.07.12.23292570,doi:10.1021/acsestwater.2c00047
doi:10.1101/2023.05.31.23290781,doi:10.1021/acsestwater.2c00047
doi:10.1016/j.scitotenv.2023.164289,doi:10.1021/acsestwater.2c00047
doi:10.1016/j.scitotenv.2023.161423,doi:10.1021/acsestwater.2c00047
doi:10.1016/j.scitotenv.2022.159188,doi:10.1021/acsestwater.2c00047
doi:10.1021/acsestwater.2c00045,doi:10.1021/acsestwater.2c00047
doi:10.1007/s12560-023-09573-0,doi:10.1021/acsestwater.2c00045
doi:10.3390/w15244290,doi:10.1021/acsestwater.2c00045
doi:10.1089/ees.2023.0142,doi:10.1021/acsestwater.2c00045
doi:10.3389/fmicb.2023.1305967,doi:10.1021/acsestwater.2c00045
doi:10.1101/2023.10.14.23296666,doi:10.1021/acsestwater.2c00045
doi:10.1007/s12560-023-09565-0,doi:10.1021/acsestwater.2c00045
doi:10.1101/2023.09.04.23295011,doi:10.1021/acsestwater.2c00045
doi:10.1021/acsestwater.3c00032,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.watres.2023.120469,doi:10.1021/acsestwater.2c00045
doi:10.1038/s41467-023-40305-x,doi:10.1021/acsestwater.2c00045
doi:10.1101/2023.07.12.23292570,doi:10.1021/acsestwater.2c00045
doi:10.3389/fmicb.2023.1215311,doi:10.1021/acsestwater.2c00045
doi:10.1101/2023.06.23.23291792,doi:10.1021/acsestwater.2c00045
doi:10.1007/s12560-023-09555-2,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2023.164289,doi:10.1021/acsestwater.2c00045
doi:10.1016/j.scitotenv.2023.164495,doi:10.1021/acsestwater.2c00045
