from,to
s2authorid:47184921,doi:10.1038/s41563-021-01088-y
s2authorid:90922489,doi:10.1016/j.cell.2021.05.002
s2authorid:2102597848,doi:10.1016/j.cell.2021.05.002
s2authorid:2236896998,doi:10.1021/acsami.3c09627
s2authorid:2106104800,doi:10.1016/j.cell.2021.05.002
s2authorid:2111003563,doi:10.1021/acsami.3c09627
s2authorid:2156361744,doi:10.1186/s12916-022-02252-0
s2authorid:2115896144,doi:10.1016/j.cell.2021.05.002
s2authorid:1753366860,doi:10.1016/j.jbi.2023.104322
s2authorid:2048066475,doi:10.1016/j.cell.2021.05.002
s2authorid:2120245652,doi:10.14309/ctg.0000000000000507
s2authorid:95487088,doi:10.1039/d2sc05837e
s2authorid:1445364386,doi:10.1016/j.cell.2021.05.002
s2authorid:2109216276,doi:10.3390/jcm12175435
s2authorid:2234502957,doi:10.1126/sciimmunol.abf7570
s2authorid:2144171809,doi:10.1186/s13059-021-02529-2
s2authorid:13876995,doi:10.1016/j.xcrm.2023.101034
s2authorid:13876995,doi:10.1038/s41467-022-31654-0
s2authorid:13876995,doi:10.1016/j.medj.2021.01.001
s2authorid:47413673,doi:10.1038/s41587-021-01158-1
s2authorid:2863273,doi:10.1016/j.medj.2021.01.001
s2authorid:2143499262,doi:10.1021/acsnano.3c04259
s2authorid:2143499262,doi:10.1021/acs.chemmater.1c03871
s2authorid:2143499262,doi:10.1021/acs.analchem.2c02381
s2authorid:2143499262,doi:10.1039/d2sc05837e
s2authorid:2143499262,doi:10.1021/acsnano.2c03219
s2authorid:2143499262,doi:10.1021/acs.nanolett.2c03052
s2authorid:2143499262,doi:10.1021/acs.analchem.2c04988
s2authorid:2143499262,doi:10.1002/anie.202112995
s2authorid:2143499262,doi:10.1002/anie.202214394
s2authorid:2143499262,doi:10.1002/anie.202113617
s2authorid:38071659,doi:10.1016/j.cmi.2021.04.007
s2authorid:38071659,doi:10.1681/ASN.2020121691
s2authorid:2894214,doi:10.1016/j.cell.2021.05.002
s2authorid:2106103702,doi:10.1016/j.cell.2021.05.002
s2authorid:2065541462,doi:10.1016/j.cell.2021.05.002
s2authorid:2035576814,doi:10.3390/mi13111892
s2authorid:2035576814,doi:10.1088/1752-7163/ac6c9f
s2authorid:1870503405,doi:10.1038/s41592-022-01444-z
s2authorid:5817977,doi:10.1039/d1lc01053k
s2authorid:2106104491,doi:10.1016/j.cell.2021.05.002
s2authorid:120988882,doi:10.1038/s41587-021-01158-1
s2authorid:4860759,doi:10.3389/fimmu.2022.841126
s2authorid:3200934,doi:10.7171/jbt.21-3203-017
s2authorid:2065563814,doi:10.1038/s41592-022-01444-z
s2authorid:1999670559,doi:10.1016/j.cell.2021.05.002
s2authorid:3469363,doi:10.1016/j.cell.2021.05.002
s2authorid:2184490951,doi:10.1109/ICHI54592.2022.00070
s2authorid:152211440,doi:10.1016/j.jim.2021.113165
s2authorid:6921762,doi:10.1016/j.cell.2021.05.002
s2authorid:12557016,doi:10.1016/j.cjca.2023.06.001
s2authorid:12557016,doi:10.1007/s00246-022-02844-w
s2authorid:2106107889,doi:10.1016/j.cell.2021.05.002
s2authorid:1453730881,doi:10.1017/S1047951121003024
s2authorid:39049542,doi:10.1080/03610926.2021.2004423
s2authorid:2070015082,doi:10.1016/j.jbi.2021.103818
s2authorid:2106105526,doi:10.1016/j.cell.2021.05.002
s2authorid:2106106821,doi:10.1016/j.cell.2021.05.002
s2authorid:2168471616,doi:10.1021/acs.analchem.2c04988
s2authorid:2168471616,doi:10.1021/acsnano.2c03219
s2authorid:2168471616,doi:10.1021/acs.analchem.2c02381
s2authorid:2168471616,doi:10.1002/anie.202113617
s2authorid:3145487,doi:10.1038/s41587-021-01049-5
s2authorid:3145487,doi:10.1038/s41587-021-01158-1
s2authorid:113943702,doi:10.1371/journal.pone.0270659
s2authorid:2092536833,doi:10.7171/jbt.21-3203-017
s2authorid:84590167,doi:10.1016/S2589-7500(22)00149-2
s2authorid:1884425,doi:10.3389/fimmu.2022.841126
s2authorid:2110984532,doi:10.1016/j.cell.2021.05.002
s2authorid:1988852,doi:10.1016/j.cell.2021.05.002
s2authorid:1850377,doi:10.1093/jpids/piad035
s2authorid:48209419,doi:10.1016/j.cell.2021.05.002
s2authorid:2181646642,doi:10.1128/mra.00681-22
s2authorid:2181646642,doi:10.1128/mra.00680-22
s2authorid:1869761621,doi:10.1038/s41592-022-01444-z
s2authorid:115292599,doi:10.1016/j.scitotenv.2023.165459
s2authorid:115292599,doi:10.1021/acsestwater.2c00045
s2authorid:115292599,doi:10.1016/j.scitotenv.2023.164289
s2authorid:2080844965,doi:10.1016/j.cell.2021.05.002
s2authorid:1582690217,doi:10.1126/sciimmunol.abf7570
s2authorid:100598280,doi:10.1101/2021.01.22.21250320
s2authorid:100598280,doi:10.1016/j.watres.2021.117710
s2authorid:40892828,doi:10.1016/j.cell.2021.05.002
s2authorid:153824931,doi:10.1016/j.scitotenv.2022.159188
s2authorid:2164179824,doi:10.1088/1752-7163/ac6c9f
s2authorid:1398465471,doi:10.1021/acsestwater.2c00045
s2authorid:89510954,doi:10.1093/chemse/bjad020
s2authorid:153673719,doi:10.1016/j.cell.2021.05.002
s2authorid:5270263,doi:10.1016/j.scitotenv.2021.149177
s2authorid:5270263,doi:10.1021/acsestwater.2c00045
s2authorid:48360664,doi:10.1016/j.xcrm.2022.100522
s2authorid:2165625329,doi:10.1021/acsestwater.2c00047
s2authorid:2165625329,doi:10.1016/j.scitotenv.2023.161423
s2authorid:146348985,doi:10.1016/j.cell.2021.05.002
s2authorid:34842914,doi:10.1016/j.cell.2021.05.002
s2authorid:3954300,doi:10.1016/j.cell.2021.05.002
s2authorid:2175328,doi:10.1038/s41592-022-01444-z
s2authorid:5310353,doi:10.1016/j.xcrm.2022.100522
s2authorid:34335237,doi:10.1016/j.cell.2021.05.002
s2authorid:2190861740,doi:10.3390/diagnostics13040707
s2authorid:2051144736,doi:10.1021/acs.chemmater.1c03871
s2authorid:2051144736,doi:10.1002/anie.202214394
s2authorid:2051144736,doi:10.1021/acs.jpcb.3c02099
s2authorid:2051144736,doi:10.1002/anie.202112995
s2authorid:2051144736,doi:10.1021/acsami.2c17531
s2authorid:2051144736,doi:10.1021/acs.langmuir.2c02219
s2authorid:2051144736,doi:10.1021/acsnano.2c03219
s2authorid:2051144736,doi:10.1039/d2sc05837e
s2authorid:2051144736,doi:10.1021/acsami.1c11620
s2authorid:2780275,doi:10.1093/chemse/bjad020
s2authorid:5810115,doi:10.1161/ATVBAHA.121.316210
s2authorid:5810115,doi:10.1172/JCI147076
s2authorid:8381503,doi:10.1017/S1047951121003024
s2authorid:2255069317,doi:10.1097/RHU.0000000000002035
s2authorid:2106107267,doi:10.1016/j.cell.2021.05.002
s2authorid:31313504,doi:10.1016/j.bios.2023.115197
s2authorid:31313504,doi:10.1016/j.bios.2023.115228
s2authorid:31313504,doi:10.3390/bios13020298
s2authorid:31313504,doi:10.1016/j.cossms.2021.100966
s2authorid:4629206,doi:10.1093/jpids/piad035
s2authorid:2153845577,doi:10.7171/jbt.21-3203-019
s2authorid:2153845577,doi:10.1021/acsestwater.2c00045
s2authorid:2153845577,doi:10.1021/acsestwater.2c00047
s2authorid:11313735,doi:10.1016/j.xcrm.2022.100522
s2authorid:31480458,doi:10.1176/appi.ps.20220314
s2authorid:5671501,doi:10.1186/s13059-021-02529-2
s2authorid:2059670211,doi:10.1016/j.cell.2021.05.002
s2authorid:5193966,doi:10.1038/s41467-022-31654-0
s2authorid:1404334985,doi:10.1038/s41591-021-01593-2
s2authorid:1404334985,doi:10.1101/2021.06.13.21258795
s2authorid:3507277,doi:10.1016/j.cell.2021.05.002
s2authorid:32011450,doi:10.1093/ibd/izab207
s2authorid:80641945,doi:10.1016/j.cjca.2023.06.001
s2authorid:2071134851,doi:10.1016/S2666-5247(22)00289-0
s2authorid:2231537056,doi:10.1039/d3an00873h
s2authorid:145165351,doi:10.1088/1752-7163/ac3f24
s2authorid:2559971,doi:10.1186/s40168-021-01020-1
s2authorid:2559971,doi:10.1186/s40168-021-01044-7
s2authorid:2559971,doi:10.1016/j.xcrm.2022.100522
s2authorid:2559971,doi:10.1016/j.cell.2021.05.002
s2authorid:2807817,doi:10.1016/j.cell.2021.05.002
s2authorid:2106106860,doi:10.1016/j.cell.2021.05.002
s2authorid:2218689617,doi:10.1021/acsinfecdis.1c00546
s2authorid:49655786,doi:10.1038/s41467-022-30357-w
s2authorid:3141413,doi:10.1016/j.jim.2021.113165
s2authorid:3141413,doi:10.1093/infdis/jiab411
s2authorid:5237978,doi:10.3390/bios12020101
s2authorid:5237978,doi:10.3389/fsens.2022.917380
s2authorid:5237978,doi:10.3390/bios12110938
s2authorid:5237978,doi:10.1371/journal.pone.0290256
s2authorid:46572398,doi:10.1016/j.cell.2021.05.002
s2authorid:2067752938,doi:10.1016/j.cell.2021.05.002
s2authorid:2255069974,doi:10.1097/RHU.0000000000002035
s2authorid:2218820685,doi:10.1093/jpids/piad035
s2authorid:1733957910,doi:10.1016/j.cell.2021.05.002
s2authorid:144901426,doi:10.1186/s13059-021-02529-2
s2authorid:6249273,doi:10.1016/j.cell.2021.05.002
s2authorid:47208060,doi:10.1093/jpids/piad035
s2authorid:153507366,doi:10.1371/journal.pone.0290256
s2authorid:153507366,doi:10.3389/fsens.2022.917380
s2authorid:35504614,doi:10.1101/2021.01.22.21250320
s2authorid:35504614,doi:10.1016/S2666-5247(22)00289-0
s2authorid:35504614,doi:10.1016/j.watres.2021.117710
s2authorid:3895793,doi:10.1016/j.xcrm.2023.101034
s2authorid:144090410,doi:10.1016/j.plabm.2021.e00261
s2authorid:5345161,doi:10.1016/j.cell.2021.05.002
s2authorid:6030353,doi:10.1101/2022.03.23.485509
s2authorid:6030353,doi:10.3389/fimmu.2022.841126
s2authorid:143717428,doi:10.1016/j.bios.2023.115197
s2authorid:143717428,doi:10.3390/bios13020298
s2authorid:2030995922,doi:10.1016/j.cell.2021.05.002
s2authorid:46850985,doi:10.1016/j.cell.2021.05.002
s2authorid:2108850052,doi:10.1186/s13059-021-02529-2
s2authorid:3875911,doi:10.1371/journal.ppat.1010636
s2authorid:26617147,doi:10.1016/j.cell.2021.05.002
s2authorid:2855952,doi:10.1101/2022.03.23.485509
s2authorid:1988637209,doi:10.1038/s41592-022-01444-z
s2authorid:3120190,doi:10.1016/j.cell.2021.05.002
s2authorid:89032903,doi:10.1016/j.cell.2021.05.002
s2authorid:46236450,doi:10.1016/j.jim.2021.113165
s2authorid:41066389,doi:10.1016/j.cell.2021.05.002
s2authorid:6407062,doi:10.1017/S1047951121003024
s2authorid:2106107118,doi:10.1016/j.cell.2021.05.002
s2authorid:90707470,doi:10.1016/j.cell.2021.05.002
s2authorid:2210051856,doi:10.1001/jamanetworkopen.2023.0982
s2authorid:2213008432,doi:10.3389/fbioe.2023.1066391
s2authorid:6198932,doi:10.1001/jamanetworkopen.2023.0982
s2authorid:2173189779,doi:10.1371/journal.pone.0270659
s2authorid:34462127,doi:10.1016/j.cjca.2023.06.001
s2authorid:34462127,doi:10.1016/S2589-7500(22)00149-2
s2authorid:1768359016,doi:10.1093/jpids/piaa161
s2authorid:1768359016,doi:10.1038/s41467-021-27544-6
s2authorid:1768359016,doi:10.1126/sciimmunol.abf7570
s2authorid:1768359016,doi:10.1161/JAHA.121.021428
s2authorid:1768359016,doi:10.1101/2021.04.13.21255439
s2authorid:49198678,doi:10.3389/fimmu.2022.841126
s2authorid:50103560,doi:10.1101/2021.01.22.21250320
s2authorid:50103560,doi:10.1016/j.watres.2021.117710
s2authorid:2178696248,doi:10.1038/s41467-022-31654-0
s2authorid:8054854,doi:10.3389/fimmu.2022.841126
s2authorid:8054854,doi:10.1101/2022.03.23.485509
s2authorid:1695490531,doi:10.1093/ibd/izab207
s2authorid:1938270813,doi:10.1021/acssensors.3c00512
s2authorid:1938270813,doi:10.1038/s41467-023-39419-z
s2authorid:2186154750,doi:10.1016/S2589-7500(22)00149-2
s2authorid:1397324768,doi:10.1016/j.jim.2021.113165
s2authorid:2096802487,doi:10.1016/j.cell.2021.05.002
s2authorid:2039158378,doi:10.1080/10618600.2022.2037434
s2authorid:6309928,doi:10.1002/adma.202006600
s2authorid:2114029183,doi:10.1016/j.cmi.2021.04.007
s2authorid:1411768842,doi:10.1016/j.cell.2021.05.002
s2authorid:143800657,doi:10.1017/S1047951121003024
s2authorid:1492098758,doi:10.1016/S2589-7500(22)00149-2
s2authorid:1991849515,doi:10.1038/s41467-022-30357-w
s2authorid:2074349219,doi:10.1021/acsnano.1c11643
s2authorid:2068156500,doi:10.1016/j.cell.2021.05.002
s2authorid:2106106911,doi:10.1016/j.cell.2021.05.002
s2authorid:50829951,doi:10.1016/j.cell.2021.05.002
s2authorid:1921600,doi:10.1016/j.healun.2021.11.001
s2authorid:13074666,doi:10.3390/v13010074
s2authorid:13074666,doi:10.1016/j.watres.2021.117710
s2authorid:13074666,doi:10.1080/22221751.2022.2071173
s2authorid:13074666,doi:10.1101/2021.01.22.21250320
s2authorid:13074666,doi:10.1101/2022.09.25.22280344
s2authorid:13074666,doi:10.3390/v13091803
s2authorid:13074666,doi:10.1128/mra.00069-23
s2authorid:13074666,doi:10.1128/mra.00337-22
s2authorid:13074666,doi:10.1016/j.scitotenv.2023.166230
s2authorid:13074666,doi:10.1016/S2666-5247(22)00289-0
s2authorid:13074666,doi:10.1016/j.meegid.2022.105315
s2authorid:10160247,doi:10.3389/fimmu.2022.841126
s2authorid:1728324,doi:10.1109/ICHI54592.2022.00070
s2authorid:2055581135,doi:10.1016/j.cell.2021.05.002
s2authorid:66775674,doi:10.1038/s41467-023-38400-0
s2authorid:2147249370,doi:10.1021/acsinfecdis.1c00546
s2authorid:1491414848,doi:10.1002/anie.202107660
s2authorid:7911531,doi:10.1016/j.cgh.2022.05.008
s2authorid:7911531,doi:10.1016/j.cgh.2022.10.029
s2authorid:7911531,doi:10.14309/ajg.0000000000001855
s2authorid:16290884,doi:10.1093/cid/ciac323
s2authorid:16290884,doi:10.3390/ijms23137219
s2authorid:1387836996,doi:10.1371/journal.pone.0256973
s2authorid:35401711,doi:10.1176/appi.ps.20220314
s2authorid:2106105243,doi:10.1016/j.cell.2021.05.002
s2authorid:2047827996,doi:10.1101/2021.01.22.21250320
s2authorid:2047827996,doi:10.1016/j.watres.2021.117710
s2authorid:5859532,doi:10.1186/s40168-021-01044-7
s2authorid:5859532,doi:10.1016/j.cell.2021.05.002
s2authorid:51243689,doi:10.1016/j.cell.2021.05.002
s2authorid:1416621494,doi:10.1016/S2589-7500(22)00149-2
s2authorid:2065174878,doi:10.1016/j.cell.2021.05.002
s2authorid:1411510352,doi:10.1126/sciimmunol.abf7570
s2authorid:1411124975,doi:10.7171/jbt.21-3203-017
s2authorid:1396215034,doi:10.1093/jpids/piad035
s2authorid:2101714292,doi:10.1016/j.cell.2021.05.002
s2authorid:2414779,doi:10.1038/s41587-021-01158-1
s2authorid:5756890,doi:10.1093/infdis/jiab205
s2authorid:5756890,doi:10.1094/PHYTO-10-20-0472-R
s2authorid:2166308951,doi:10.1093/jamia/ocad049
s2authorid:145282802,doi:10.1016/j.cell.2021.05.002
s2authorid:14293720,doi:10.3389/fimmu.2022.841126
s2authorid:50702945,doi:10.1016/j.cgh.2022.05.008
s2authorid:50702945,doi:10.1016/j.cgh.2022.10.029
s2authorid:50702945,doi:10.14309/ajg.0000000000001855
s2authorid:2117697433,doi:10.1016/S2589-7500(22)00149-2
s2authorid:2117697433,doi:10.1038/s41467-022-30357-w
s2authorid:82021515,doi:10.1007/s00246-022-02844-w
s2authorid:2106107074,doi:10.1016/j.cell.2021.05.002
s2authorid:24743066,doi:10.1093/jpids/piad035
s2authorid:150097652,doi:10.1016/j.xcrm.2022.100522
s2authorid:2447226,doi:10.7171/jbt.21-3203-017
s2authorid:2447226,doi:10.1016/j.cell.2021.05.002
s2authorid:15583674,doi:10.1016/j.cjca.2022.11.011
s2authorid:12441770,doi:10.1007/s00246-022-02844-w
s2authorid:2166509442,doi:10.1007/s00246-022-02844-w
s2authorid:1380963613,doi:10.1101/2022.09.25.22280344
s2authorid:1380963613,doi:10.1016/j.meegid.2022.105315
s2authorid:1380963613,doi:10.1128/mra.00337-22
s2authorid:1380963613,doi:10.1111/irv.13057
s2authorid:2057352,doi:10.1093/jpids/piad035
s2authorid:152166668,doi:10.1093/jpids/piad035
s2authorid:46223826,doi:10.1016/j.cell.2021.05.002
s2authorid:145324957,doi:10.1016/j.cell.2021.05.002
s2authorid:91075691,doi:10.7171/jbt.21-3203-019
s2authorid:91075691,doi:10.7171/jbt.21-3203-017
s2authorid:48000377,doi:10.1101/2022.03.23.485509
s2authorid:1399698269,doi:10.1016/j.cell.2021.05.002
s2authorid:4231565,doi:10.1021/acssensors.3c00512
s2authorid:4231565,doi:10.1038/s41467-023-39419-z
s2authorid:9876553,doi:10.3389/fimmu.2022.841126
s2authorid:48858433,doi:10.1097/INF.0000000000003888
s2authorid:6336935,doi:10.1016/j.cell.2021.05.002
s2authorid:2110058735,doi:10.1038/s41587-021-01158-1
s2authorid:2270953971,doi:10.1016/j.physbeh.2023.114331
s2authorid:2270953971,doi:10.1101/2023.03.27.23287763
s2authorid:3526231,doi:10.1016/j.cjca.2023.06.001
s2authorid:1571102730,doi:10.1016/j.cell.2021.05.002
s2authorid:6225952,doi:10.1021/acsnano.3c04259
s2authorid:6225952,doi:10.1021/acs.nanolett.2c03052
s2authorid:6225952,doi:10.1002/anie.202113617
s2authorid:6225952,doi:10.1021/acssensors.1c00518
s2authorid:6225952,doi:10.1002/anie.202112995
s2authorid:6225952,doi:10.1002/anie.202214394
s2authorid:6225952,doi:10.1021/acsami.3c00862
s2authorid:6225952,doi:10.1021/acs.chemmater.1c03871
s2authorid:6225952,doi:10.1021/acsnano.2c03219
s2authorid:6225952,doi:10.1039/d2sc05837e
s2authorid:6225952,doi:10.1021/acs.analchem.2c02381
s2authorid:117068455,doi:10.1093/infdis/jiab205
s2authorid:4506436,doi:10.1080/22221751.2022.2071173
s2authorid:4506436,doi:10.3390/v13010074
s2authorid:4506436,doi:10.1016/j.watres.2021.117710
s2authorid:4506436,doi:10.1128/mra.00337-22
s2authorid:4506436,doi:10.3390/v13091803
s2authorid:4506436,doi:10.1186/s12879-021-06526-5
s2authorid:4506436,doi:10.1101/2021.01.22.21250320
s2authorid:4506436,doi:10.1016/j.meegid.2022.105315
s2authorid:4506436,doi:10.1128/mra.00681-22
s2authorid:2143869618,doi:10.1128/mra.00069-23
s2authorid:2143869618,doi:10.1101/2022.09.25.22280344
s2authorid:2143869618,doi:10.1111/irv.13057
s2authorid:2143869618,doi:10.1128/mra.00680-22
s2authorid:2106103249,doi:10.1016/j.cell.2021.05.002
s2authorid:89572935,doi:10.1038/s41587-021-01158-1
s2authorid:2131558898,doi:10.1016/j.cell.2021.05.002
s2authorid:2189612885,doi:10.1016/j.cjca.2023.06.001
s2authorid:2916897,doi:10.1038/s41587-021-01049-5
s2authorid:1399682183,doi:10.1038/s41467-021-27544-6
s2authorid:2234985693,doi:10.1101/2021.04.13.21255439
s2authorid:91348105,doi:10.1093/chemse/bjad020
s2authorid:2059498065,doi:10.1016/j.cell.2021.05.002
s2authorid:8020136,doi:10.1016/j.cell.2021.05.002
s2authorid:10110634,doi:10.7171/jbt.21-3203-017
s2authorid:49152252,doi:10.1016/j.cell.2021.05.002
s2authorid:2051229224,doi:10.1016/j.cell.2021.05.002
s2authorid:150295607,doi:10.1016/j.xcrm.2022.100522
s2authorid:6504906,doi:10.1002/pds.5695
s2authorid:152170606,doi:10.1016/j.cell.2021.05.002
s2authorid:143861850,doi:10.1002/art.41616
s2authorid:36821706,doi:10.1101/2022.03.23.485509
s2authorid:143687023,doi:10.1093/jpids/piad035
s2authorid:2064341085,doi:10.1016/j.cell.2021.05.002
s2authorid:90379392,doi:10.1016/j.cell.2021.05.002
s2authorid:3041372,doi:10.1093/infdis/jiab411
s2authorid:143615628,doi:10.1093/jpids/piad035
s2authorid:2181647947,doi:10.1128/mra.00680-22
s2authorid:2181647947,doi:10.1111/irv.13057
s2authorid:2181647947,doi:10.1128/mra.00681-22
s2authorid:152950468,doi:10.1007/s00246-022-02844-w
s2authorid:1413257594,doi:10.1016/j.jim.2021.113165
s2authorid:6892375,doi:10.1093/chemse/bjad020
s2authorid:40237605,doi:10.1016/j.cell.2021.05.002
s2authorid:50074761,doi:10.1016/j.cgh.2022.05.008
s2authorid:50074761,doi:10.14309/ajg.0000000000001855
s2authorid:50074761,doi:10.1016/j.cgh.2022.10.029
s2authorid:4896552,doi:10.1093/jpids/piad035
s2authorid:117916310,doi:10.1038/s41587-021-01158-1
s2authorid:2106107380,doi:10.1016/j.cell.2021.05.002
s2authorid:2106271825,doi:10.1016/j.cell.2021.05.002
s2authorid:12783653,doi:10.1038/s41390-022-02108-6
s2authorid:2091841138,doi:10.1371/journal.ppat.1010636
s2authorid:16260162,doi:10.1016/j.watres.2022.118824
s2authorid:66061445,doi:10.1016/j.cell.2021.05.002
s2authorid:6777324,doi:10.1016/j.watres.2021.117710
s2authorid:6777324,doi:10.1101/2021.01.22.21250320
s2authorid:6777324,doi:10.1016/S2666-5247(22)00289-0
s2authorid:6777324,doi:10.1128/mra.00681-22
s2authorid:6777324,doi:10.1128/mra.00680-22
s2authorid:6863432,doi:10.1038/s41587-021-01049-5
s2authorid:6863432,doi:10.1186/s13059-021-02529-2
s2authorid:6863432,doi:10.1016/j.xcrm.2022.100522
s2authorid:6863432,doi:10.1016/j.cell.2021.05.002
s2authorid:6863432,doi:10.1021/acsestwater.2c00045
s2authorid:2174842611,doi:10.1016/j.watres.2022.118824
s2authorid:26924314,doi:10.1016/j.cell.2021.05.002
s2authorid:2171924957,doi:10.1093/infdis/jiac384
s2authorid:2171924957,doi:10.1016/j.xcrm.2023.101034
s2authorid:2207078083,doi:10.3390/diagnostics13040707
s2authorid:4223708,doi:10.1088/1752-7163/acd715
s2authorid:8174840,doi:10.1111/ped.15407
s2authorid:1742177981,doi:10.1016/j.cell.2021.05.002
s2authorid:48479676,doi:10.3390/ijms23137219
s2authorid:48479676,doi:10.1002/eji.202149556
s2authorid:48479676,doi:10.1172/JCI147076
s2authorid:145093647,doi:10.1017/S1047951121003024
s2authorid:48716027,doi:10.1186/s13059-021-02529-2
s2authorid:6116711,doi:10.1088/1752-7163/acea3d
s2authorid:48746361,doi:10.1038/s41596-021-00641-y
s2authorid:8465785,doi:10.1016/j.cell.2021.05.002
s2authorid:48833676,doi:10.1016/j.cell.2021.05.002
s2authorid:2111854299,doi:10.1016/j.cell.2021.05.002
s2authorid:34816123,doi:10.1002/art.42062
s2authorid:34816123,doi:10.1002/art.41616
s2authorid:39158567,doi:10.1016/j.cell.2021.05.002
s2authorid:2152178723,doi:10.1021/acs.chemmater.1c03871
s2authorid:47012539,doi:10.1161/HYPERTENSIONAHA.120.16690
s2authorid:47012539,doi:10.1161/JAHA.122.028421
s2authorid:2052394892,doi:10.1016/j.cell.2021.05.002
s2authorid:2051864759,doi:10.1101/2021.02.20.21251855
s2authorid:2051864759,doi:10.3389/fneph.2022.926635
s2authorid:2051864759,doi:10.1681/ASN.2021060812
s2authorid:2051864759,doi:10.1186/s12882-021-02518-4
s2authorid:1579395582,doi:10.1161/JAHA.122.028421
s2authorid:6271328,doi:10.1038/s41587-021-01158-1
s2authorid:2075168,doi:10.3390/diagnostics13040707
s2authorid:2007332524,doi:10.1515/cclm-2022-0082
s2authorid:4994367,doi:10.14309/ctg.0000000000000507
s2authorid:4729370,doi:10.1016/j.cell.2021.05.002
s2authorid:1396503096,doi:10.1101/2023.05.04.539416
s2authorid:1396503096,doi:10.1002/smll.202300040
s2authorid:116123115,doi:10.1111/ped.15407
s2authorid:1443780256,doi:10.1016/j.cell.2021.05.002
s2authorid:5400581,doi:10.1007/s00246-022-02844-w
s2authorid:2193705378,doi:10.1016/S2666-5247(22)00289-0
s2authorid:2106113105,doi:10.1016/j.cell.2021.05.002
s2authorid:40370097,doi:10.1016/j.cell.2021.05.002
s2authorid:1411463724,doi:10.1093/infdis/jiac384
s2authorid:2111099020,doi:10.1016/j.cell.2021.05.002
s2authorid:1720892939,doi:10.1016/S2589-7500(22)00149-2
s2authorid:1720892939,doi:10.1038/s41467-022-30357-w
s2authorid:1938742277,doi:10.1021/acssensors.3c00512
s2authorid:1938742277,doi:10.1038/s41467-023-39419-z
s2authorid:1699392,doi:10.1186/s40168-022-01332-w
s2authorid:48583228,doi:10.1186/s12916-022-02252-0
s2authorid:48583228,doi:10.1093/infdis/jiab411
s2authorid:1576960427,doi:10.1016/j.cell.2021.05.002
s2authorid:144064361,doi:10.1016/j.xcrm.2022.100522
s2authorid:2190983048,doi:10.1093/jpids/piad035
s2authorid:3860796,doi:10.1176/appi.ps.20220314
s2authorid:2252095752,doi:10.1097/RHU.0000000000002035
s2authorid:5619382,doi:10.1016/j.xcrm.2022.100522
s2authorid:9697145,doi:10.1016/j.cell.2021.05.002
s2authorid:17659457,doi:10.3389/fimmu.2022.841126
s2authorid:1381954337,doi:10.1016/j.cell.2021.05.002
s2authorid:2803887,doi:10.1038/s41467-022-30357-w
s2authorid:2090227509,doi:10.1021/acssensors.3c00512
s2authorid:2090227509,doi:10.1038/s41467-023-39419-z
s2authorid:4013106,doi:10.1016/j.cell.2021.05.002
s2authorid:15327690,doi:10.1126/sciimmunol.abf7570
s2authorid:10088754,doi:10.1101/2021.04.13.21255439
s2authorid:10088754,doi:10.1038/s41467-021-27544-6
s2authorid:10088754,doi:10.1126/sciimmunol.abf7570
s2authorid:144136691,doi:10.1016/j.cell.2021.05.002
s2authorid:4522541,doi:10.1016/j.cell.2021.05.002
s2authorid:2147253580,doi:10.1016/j.plabm.2021.e00261
s2authorid:6545202,doi:10.1016/j.cell.2021.05.002
s2authorid:8380585,doi:10.1016/j.cell.2021.05.002
s2authorid:46370355,doi:10.1002/anie.202107660
s2authorid:1752860548,doi:10.1016/j.xcrm.2023.101034
s2authorid:1752860548,doi:10.1093/infdis/jiac384
s2authorid:48211455,doi:10.1016/j.cell.2021.05.002
s2authorid:32064211,doi:10.3390/w14081187
s2authorid:66103422,doi:10.1016/S2666-5247(22)00289-0
s2authorid:2005904684,doi:10.1186/s40168-021-01044-7
s2authorid:114056584,doi:10.3390/diagnostics13040707
s2authorid:2084195890,doi:10.1186/s13059-021-02529-2
s2authorid:145816076,doi:10.1016/j.cell.2021.05.002
s2authorid:2328337,doi:10.7171/jbt.21-3203-017
s2authorid:1390031128,doi:10.1038/s41586-021-03908-2
s2authorid:1390031128,doi:10.1101/2021.02.23.21252259
s2authorid:2133806467,doi:10.1186/s13059-021-02529-2
s2authorid:3134435,doi:10.1016/j.cell.2021.05.002
s2authorid:2106104773,doi:10.1016/j.cell.2021.05.002
s2authorid:2118778882,doi:10.1016/j.cell.2021.05.002
s2authorid:87686684,doi:10.1016/j.cell.2021.05.002
s2authorid:2223129120,doi:10.1016/j.scitotenv.2023.165459
s2authorid:40404689,doi:10.1126/sciimmunol.abf7570
s2authorid:40404689,doi:10.1093/jpids/piaa161
s2authorid:5162846,doi:10.1016/j.cell.2021.05.002
s2authorid:144318124,doi:10.1002/art.42062
s2authorid:144318124,doi:10.1002/art.41616
s2authorid:2146576732,doi:10.1021/acsami.3c00862
s2authorid:38004654,doi:10.1016/j.jbi.2021.103818
s2authorid:6727463,doi:10.1126/sciimmunol.abf7570
s2authorid:6727463,doi:10.1093/jpids/piaa161
s2authorid:36922885,doi:10.1016/j.cell.2021.05.002
s2authorid:39620026,doi:10.3389/fbioe.2023.1066391
s2authorid:2146495047,doi:10.1016/j.watres.2022.118824
s2authorid:2090370980,doi:10.1093/ibd/izab207
