id,name,abstract,narrative,fundingMechanism,awardCode,researchInitiative,subProject
R61HD105619,COVID-19 Network of Networks Expanding Clinical and Translational approaches to Predict Severe Illness in Children (CONNECT to Predict SIck Children),"The SARS-CoV-2 pandemic has manifested in children with a wide spectrum of clinical presentations ranging
from asymptomatic infection to devastating acute respiratory symptoms, appendicitis (often with rupture), and
Multisystem Inflammatory Syndrome in Children (MIS-C), a serious inflammatory condition presenting several
weeks after exposure to or infection with the virus. These presentations overlap in their clinical severity while
maintaining distinct clinical profiles. Public health and clinical approaches will benefit from an improved
understanding of the spectrum of illness associated with SARS CoV-2 and from the capacity to integrate data to
achieve two goals: (i) to identify the clinical, social, and biological variables that predict severe COVID-19 and
MIS-C, and (ii) to target those populations and individuals at greatest risk for harm from the virus. We propose
the COVID-19 Network of Networks Expanding Clinical and Translational approaches to Predict Severe Illness
in Children (CONNECT to Predict SIck Children) comprising eight partners providing access to data on >15
million children. Our network will systematically integrate social, epidemiological, genetic, immunological, and
computational approaches to identify both population- and individual-level risk factors for severe illness. Our
underlying hypothesis is that a combination of multidimensional data – clinical, sociodemographic, epidemiologic,
and biological -- can be integrated to predict which children are at greatest risk to have severe consequences
from SARS-CoV-2 infection. To test our hypothesis, we will develop CONNECT to Predict SIck Children, a
network of networks that leverages inpatient, outpatient, community, and epidemiological data resources to
support the analysis of large data using machine learning and model-based analyses. For the R61 phase, we
will develop and refine predictive models using data from our network of networks (Aim 1). We will also recruit
participants previously diagnosed with either COVID-19 or MIS-C (along with appropriate controls who have had
mild or asymptomatic infections with SARS-CoV2), who will provide survey data (including social determinants)
and saliva and blood samples to identify persisting biological factors associated with severe disease (Aim 2). We
will iteratively assess our models using a knowledge management framework that considers the marginal value
of data for improving models' predictive capacity over time. In the R33 phase, we will validate and further refine
predictive models incorporating data from additional participants recruited throughout our network of networks,
including newly infected children with severe COVID-19 or MIS-C identified through real-time surveillance (Aim
3). We seek to develop predictive models for children and adolescents that are useful, sensitive to community
and environmental contexts, and informed by the REASSURED framework specified by the RFA. The models
and biomarkers developed through our nationwide network of networks will produce generalizable knowledge
that will improve our ability to predict which children are at greatest risk for severe complications of SARS-CoV-
2 infection. This knowledge will facilitate interventions to prevent and treat severe pediatric illness.","COVID-19, the disease caused by SARS-CoV-2, is a world-wide public health problem. Pediatric disease has
been particularly difficult to manage since children tend less frequently to get sick from SARS-CoV-2 infection
as adults but, when they do become ill, can present with life-threatening pulmonary disease or a systemic
inflammatory condition known as multisystem inflammatory syndrome. The proposed COVID-19 Network of
Networks Expanding Clinical and Translational approaches to Predict Severe Illness in Children (CONNECT to
Predict SIck Children) will develop models and biomarkers that predict risk for severe disease in children and
adolescents by systematically integrating social science, epidemiological, genetic, biochemical, immunological,
and computational approaches.",Non-SBIR/STTR,R61,RADx-rad,PreVAIL kIds
R61HD105590,Diagnosing and predicting risk in children with SARS-CoV-2- related illness,"In the wake of COVID-19 pandemic, Multisystem Inflammatory Syndrome in Children (MIS-C) has evolved as a
new threat to children exposed to SARS-CoV-2. The emergence of MIS-C is so new and so rapidly evolving
that there are currently no diagnostic tests to identify these patients nor are there tools to predict disease
progression. Through established, funded, multi-center consortia in the U.S. (CHARMS: Characterization of
MIS-C and its Relationship to Kawasaki Disease funded by PCORI) and the UK (DIAMONDS), we will collect
clinical data and samples to support the proposed studies. First, we will generate transcript, protein and
antibody datasets from children with COVID-19, MIS-C, and with other febrile illnesses. Next, we will use these
data to devise tests to distinguish children at risk of progression to severe COVID-19 or MIS-C and diagnostic
tests to distinguish these conditions from other causes of fever in children. Continuing our established
collaboration with Columbia University, we will define the antibody repertoire against all known human
coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune
response in acute SARS-CoV-2 infection and MIS-C. The first two years (R61) will build on the expertise of the
assembled teams to discover unique proteomic and transcriptomic patterns in MIS-C and SARS-CoV-2-
infected patients and relate clinical parameters to the antibody response to coronaviral antigens profiled on
peptide arrays. This work will leverage already banked plasma, serum, and RNA samples from children with
COVID-19, MIS-C, Kawasaki disease and other inflammatory conditions. Rigorous Go/NoGo criteria have
been established and will determine progression to the R33 phase. The final two years (R33) will focus on
platform development and multicenter and bi-national test validation to diagnose and predict severity in
children with SARS-CoV-2 infection or MIS-C based on aptamer technology, lateral-flow protein detection,
point-of-service RNA or antibody profiling with commercial partners. De-identified clinical and molecular data
will be deposited in the RADx-rad hub to facilitate data sharing. Many potential hurdles in this type of research
have already been overcome: a) IRB-approved patient recruitment for data and samples is on-going, b) clinical
samples have been banked, c) strong preliminary data has been generated on RNAseq, aptamer proteomics,
and coronaviral antibody responses, and d) the teams have a strong track record of previous collaboration and
productivity. The synergistic expertise of these investigative teams in this multi-center proposal provides a
unique opportunity to create diagnostic and prognostic tools for children suffering from the spectrum of SARS-
CoV-2 illnesses.
1","As the COVID-19 pandemic evolved in early 2020, case reports appeared describing children with unusual
febrile illnesses with elevated inflammatory markers and multi-system involvement that is now termed
Multisystem Inflammatory Syndrome in Children (MIS-C). The illness occurs weeks following exposure to
SARS-CoV-2 and these children have a wide spectrum of disease severity ranging from cardiogenic shock to
milder illness that can be self-limited. To address an urgent, unmet clinical need, investigative teams across
three countries will join forces to discover and validate a diagnostic test to identify children with MIS-C and
predict progression of disease.",Non-SBIR/STTR,R61,RADx-rad,PreVAIL kIds
U01AA029348,Detection and Automatic Privacy-Protected Contact Tracing System Designed for COVID-19,"The COVID-19 pandemic has rapidly spread across the world, bringing death, illness, disruption to daily
life, and economic crisis to businesses and individuals. The situation has been exacerbated after the schools
and companies reopened due to economic pressure. One of the key failures in COVID-19 containment is
underlined by the inability of our healthcare system in real-time detection in point-of-care (POC) and end-user
settings and precise tracing with privacy protection of active infections. The fundamental limitations of current
gene-based assays stem from their reliance upon amplification and detection of the viral genetic materials
even if there were no intact/infectious viruses. These tests require labor-intensive, laboratory-based sample
preparation protocols for virus lysis, extraction of genetic materials, purification of the isolated materials,
thermal cycling for enzymatic amplification of viral nucleic acid sequences, and interpretation of complex
results by professionals. To accurately determine the infectivity of the infected individuals, contaminated
objects and environments, and provide guidance for patients, public and authorities to better manage treatment
and containment, we seek a new paradigm for rapid and direct pathogen detection and identification in which
the intact virions are directly recognized through their distinct surface epitope features, and the resultant
fluorescent signal is immediately captured by an end-user smartphone, followed by automatic data transition
and event tracing in a blockchain-encrypted manner. To achieve specific recognition of SARS-CoV-2 virions,
we customized a designer DNA nanostructure (DDN)-based capture probe that harbors a macromolecular
“net” whose vertices precisely match the intra- and inter-spatial pattern of SARS-CoV-2 trimeric spike
glycoprotein clusters, and integrates a net-shaped array of SARS-CoV-2 spike specific-targeting aptamers.
This aptamer-DDN is designed for maximum affinity and specificity binding with spikes on intact virions in a
polyvalent and pattern-matching fashion. Once bound to intact virions, the DNA “nets” trigger the release of
fluorescence. This fluorescent signal can be readily and automatically detected by a membrane-shaped and
smartphone-based fluorimeter attached to the end-users' phone cameras. The acquired results will be
associated with user device IDs that are cyber-protected before tracing. We propose to combine DDN capture
probes and a smartphone device to develop and demonstrate a rapid, room temperature, single-step, virus-
specific, and ultrasensitive detection of SARS-CoV-2 virus, in which the detection results can be acquired
within 5 minutes upon exposure, at the user end, allowing tracing the presence of viruses without affecting user
privacy. The signal to result transition, result to ID association, individual track and interacting network tracing
will be blockchain-encrypted to ensure information security for individual privacy, while tracing information
would be available to health authority for public health benefits.","The goal of the project is to develop a pipeline for automatic detection and tracing of active SARS-CoV-2
infection in a cost-effective, highly accurate, real-time, portable, and super-encrypted manner. Our integrated
approach first captures viral particles from patient samples to activate fluorescence reporters, followed by
signal detection using a smartphone fluorimeter, along with blockchain-based data processing and tracing. We
deployed designer DNA “net” nanostructures that match the spatial pattern of trimeric spike glycoprotein
clusters on the viral outer surface for specific and rapid SARS-CoV-2 virion detection, smartphone-based point-
of-care device for portable signal reading, and blockchain encryption for privacy protection during result
recording and track tracing, therefore, our detection and tracing model allows a direct, automatic, and cost-
effective detection, a highly flexible result acquisition process and a super-encrypted data transition and tracing
system.",Non-SBIR/STTR,U01,RADx-rad,Automatic Detection & Tracing
U01AA029328,Development of an Automated Diagnostic Platform for SARS-CoV-2 Monitoring in Vulnerable Areas,"The devastation caused by emerging pathogens with fast transmission capacity, such as SARS-CoV-2, has
demonstrated the importance of preparedness for future viral outbreaks; this includes the ability for fast
deployment of in-situ testing tools and epidemiological surveillance with high temporal and spatial
resolution; particularly in places that are most vulnerable to becoming reservoirs of infectious agents.
We propose to develop a versatile multiplexing detection platform for SARS-CoV-2 in saliva. The proposed
system will integrate signals from different biorecognition elements. Aptamer, antibody, and ACE2 will be
immobilized onto laser inscribed graphene electrodes, and detection mechanisms targeting SARS-CoV-2
spike protein will be studied under varying testing conditions (pH, temperature, ionic strength). After
determining the operating conditions for enhanced performance of each biosensor, a self-referencing
approach will be used between complementary recognition elements (i.e., possible combinations of
aptamers, antibodies, and ACE2 enzyme biosensors) to evaluate the effects on test results accuracy (i.e.,
risk of false-positive and false-negative results). A saliva pre-treatment protocol will be developed to
facilitate SARS-CoV-2 testing in human saliva using the multiplex biosensor platform. An open channel
microfluidics system will be designed to automatically split and channel a single saliva sample into multiple
streams to the biosensors without saturation, biofouling, and pump requirement. The development of a
functional and reliable multiplex biosensor system will be useful for addressing longstanding needs in public
health as the respiratory Coronavirus family continues its seasonal visits, which may repeat over several
decades, much like the occasional visits from the influenza virus, with varying degrees of virulence.","The proposed research aims to develop a multiplex biosensor platform to support increased
testing of SARS-CoV-2 with high accuracy and temporal resolution. A multiplex biosensor system
could help reduce testing gaps in vulnerable areas where access to standard laboratory testing is
very limited.",Non-SBIR/STTR,U01,RADx-rad,Automatic Detection & Tracing
R44DE030841,Direct bioelectronic detection of SARS-CoV-2 from saliva using single-molecule field-effect transistor array,"Direct bioelectronic detection of SARS-CoV-2 from saliva
 using single-molecule field-effect transistor array
 Nucleic acid tests have become the gold-standard for diagnostic testing for COVID-19, usually performed
in specialized laboratories. Most are based on reverse-transcription quantitative polymerase chain reaction
(qRT-PCR). The time required for specimen transport and processing results in a turnaround time that is typi-
cally several days. The few rapid (<1 hour) point-of-care (POC) tests are more expensive, still require sample
preparation and specialized reagents, and do not have the throughput needed for population surveillance. Di-
rect testing for the virus, which also reduces requirements for multiple reagents, is a necessary step to improv-
ing diagnostic testing. While four such antigen tests have been approved for detection of SARS-CoV-2 based
on immunoassays to the N protein, sensitivity is limited and no quantitation of viral load is possible.
 We will address this gap by using DiagnostikosTM, an in-development rapid POC platform for direct, real-
time, multiplexed, quantitative bioelectronic detection of biomolecules that employs an all-electronic detection
device that functions at the single-molecule level. These single-molecule field-effect transistors (smFETs) are
arrayed on a complementary metal-oxide-semiconductor (CMOS) integrated circuit chip. Chips will interface
with an envisioned USB-stick-form-factor reader device. Robust single-domain antibodies, known as nanobod-
ies and immobilized on these devices, are used for sensitive detection of viral particles and viral debris. The
use of multiple nanobodies for a single protein and nanobodies for different proteins in a single assay allows
for significant improvements in specificity. Nanobodies will be specific for one or more of the four major struc-
tural proteins in SARS-CoV-2; the nucleocapsid (N) protein engulfing the viral RNA, the spike (S) protein, the
membrane (M) protein and the envelope (E) protein. No sample preparation or specialized reagents are re-
quired for detection, and the device will be designed to operate with saliva, which has very recently been
shown to be a reliable medium for detecting SARS-CoV-2. Individual sensor chips can be manufactured at a
cost of $35. With the addition of other nanobodies, these large dense arrays can also allow detection of many
pathogens in a single test.
 In this Direct-To-Phase-2 SBIR program we will pursue several key innovations that are required to make
such a platform possible, including isolation of nanobodies for key structure proteins of SARS-CoV-2 (Specific
Aim 1), development of the smFET platform for antigen detection (Specific Aim 2), development of large
CMOS arrays of these smFET devices (Specific Aim 3), and verification of detection in increasingly complex
samples up to and including clinical samples (Specific Aim 4). This project is a partnership between university
researchers who developed the smFET technology and a venture-based start-up venture, Quicksilver Biosci-
ences, spun out to commercialize smFET technology and develop smFET/CMOS arrays for molecular diag-
nostic applications.","The proposal seeks to provide a new bioelectronic approach for antigen testing for infectious diseases. Low-
cost and pervasive antigen testing would be an essential new tool for the control of the COVID-19 pandemic.",SBIR/STTR,R44,RADx-rad,Novel Biosensing and VOC
R61HD105618,Discovery and clinical validation of host  biomarkers of disease severity and multi-system inflammatory syndrome in children (MIS-C) with Covid-19,"Novel approaches for early and accurate diagnosis of COVID-19 associated syndromes and
evaluation of clinical severity and outcomes of COVID-19 disease in children are urgently needed.
The overarching goal of this grant proposal is to develop clinical assays that can evaluate and predict
severity of pediatric COVID-19 disease, ranging from asymptomatic or mildly symptomatic to severe
manifestations such as multisystem inflammatory syndrome (MIS-C). To date, we have collected and
biobanked clinical samples from more than 400 patients across 3 academic hospitals, including
approximately 100 patients with MIS-C. In the first R61 phase of this project, we will continue to enroll
patients with pediatric COVID-19 and MIS-C for sample collection and longitudinal chart review and
testing (Aim 1), leverage machine learning to identify diagnostic and prognostic “omics” host
biomarkers based on RNA transcriptome profiling from nasal swab and whole blood samples (Aim 2)
and cell-free DNA analysis from plasma (Aim 3), and generate predictive models of clinical severity
and outcomes by incorporating longitudinal clinical, laboratory, viral, and omics data (Aim 4). Our
rationale for including these samples is that they are routinely obtained in hospitals and clinics and
permit easy and noninvasive collection without any special processing or handling requirements,
which will accelerate the development of omics-based clinical assays. Our Go/No-Go transition
milestones for transition to the R33 phase after 2 years include: (1) collection of longitudinal samples
from a minimum of 120 patients for each identified presentation (mildly symptomatic outpatient,
severely ill in the ICU, and MIS-C) and a comparable number of matched controls, (2) generation of
panels of candidate of severity and confirmation of a subset of biomarkers by qPCR, (3) development
of classifier models using machine learning using the biomarkers alone (for clinical assay
development), and (4) combining these omics biomarkers with additional clinical, viral, and laboratory
biomarkers into combined classifier models using machine learning. For the classifier models, the
minimum/goal performance requirements would be 70%/>80% sensitivity and 80%/>90% specificity.
In the second R33 phase, we propose to develop host-based clinical assays for diagnosis and
severity prediction of COVID-19-associated syndromes, including MIS-C, in children from nasal
swabs and blood (Aim 5) and validate these biomarker panels as a Laboratory Developed Test (LDT)
in a CLIA (Clinical Laboratory Improvement Amendments) diagnostic laboratory (Aim 6). These
assays will be evaluated for accuracy, precision, reproducibility, limits of detection (LOD), matrix
effect, interference, among other performance characteristics. We will work closely with the RADx-rad
Data Coordination Center (DCC) on assay development, testing, and validation for submission to the
FDA for Emergency Use Authorization (EUA) and timely deployment of these assays for clinical use.","Novel approaches to accurately diagnose acute pediatric COVID-19 associated diseases,
including the Multisystem Inflammatory Syndrome in Children (MIS-C), as well as predict clinical
severity and outcomes, are urgently needed. For this project, we will identify RNA transcriptomic
and cell-free DNA omics biomarkers that will be used to develop and validate host-based
assays from nasal swab and blood samples, with the goal of regulatory submission for FDA
Emergency Use Authorization (EUA).",Non-SBIR/STTR,R61,RADx-rad,PreVAIL kIds
R01DK130067,"Early detection, containment, and management of COVID-19 in dialysis facilities using multi-modal data sources","With older age and multiple comorbidities, dialysis patients are at high risk for serious complications, even death,
from COVID-19. There is a large disproportionate representation of minorities, especially Blacks and Hispanics.
Over 85% of hemodialysis patients travel three times a week to dialysis facilities to receive life-sustaining
treatments and cannot shelter in place. There is a critical need to characterize COVID-19 transmission pathways
in dialysis patients and clinics, identify potential coronavirus carriers, and develop procedures to curb the spread.
With regular medical encounters, a large amount of data has been collected for each patient over time. These
data have not been fully utilized for COVID-19 prediction and control in dialysis clinics. In this proposal, we seek
to leverage demographic, clinical, treatment, laboratory, socioeconomic, serological, metabolomic, wearable and
machine-integrated sensors, and COVID-19 surveillance data to develop mathematical and statistical models
and implement them in a large number of dialysis clinics. The mathematical and statistical modeling using
multiple data resources will help us understand how COVID-19 spread in dialysis facilities, identify potential
COVID-19 patients before symptoms appear, and identify potential asymptomatic COVID-19 patients. We will
develop novel mathematical and statistical models that fully utilize the high dimensional multimodal data
available to us and other dialysis providers. We capitalize on the intrinsic advantages of hemodialysis clinics to
implement and validate the proposed prediction models. We firmly believe that this cross-disciplinary effort will
improve patients’ and staff’s safety while delivering high-quality, individualized care to a high-risk population.","Dialysis patients are at high risk for serious complications, even death, from COVID-19. We aim to leverage
multimodal data to develop mathematical and statistical models and implement them in a large number of
dialysis clinics. Our cross-disciplinary effort will improve patients' and staff's safety while delivering high-quality,
individualized care to a high-risk population.",Non-SBIR/STTR,R01,RADx-rad,Multimodal Surveillance
U18TR003775,"Effective, Reagent-free Detection of the Odor Signature of Covid-19 Infection Using a Nano-Enabled Sensor Array","COVID-19 presents a public health emergency: There is a critical need for rapid, not reagent intensive, non-
invasive testing technologies. This program will lead to the production of a prototype system to diagnose
COVID-19 infection using the body odor signature of the disease. Our goal is to maximize societal impact
by creating a validated prototype that can be used in a community or workplace setting by minimally
trained personnel for low-cost, on-the-spot diagnosis within minutes. The system will be developed in a
manner that puts it on a pathway for rapid FDA approval. The Research Aims are:
Aim 1. Optimization, assembly, and integration of a prototype system with the ability to odor signature
of COVID-19 in samples of body odor. The system will be simple to use, pose essentially zero risk to the
operator and the test subject, and report a result within minutes. The production cost at scale will be
approximately $9,000 for the complete measurement system, with a per test cost of approximately $0.50. The
design and construction of the prototype will be conducted by Novo Engineering, a leading firm with extensive
experience in medical device development.
Aim 2. Software development. Software for the system from VOC sampling to final diagnostic result will be
developed to ensure error-free operation of the device. Our preliminary results suggest that simple linear
discriminant analysis (LDA) does an excellent job of classifying VOCs from human body odor as COVID-19
positive or negative (92% sensitivity and 87% specificity). Optimization of the sensor array (Aim 1) and use of
richer feature sets in our classifier models will lead to further performance improvements in the prototype system.
Aim 3. System Benchmarking and Validation. We will benchmark the full prototype system against a number
of VOC mixtures, with and without in vitro skin models. The system will undergo extensive testing against body
odor samples from individuals with pathological conditions other than COVID-19 and other sources of potentially
confounding VOCs. The prototype will be validated against 1000 samples drawn from the COVID-SAFE program
at Penn. The screening will include all members of the Penn community, and represents incredible racial and
ethnic diversity as well as a wide variance in age, sex, and gender.
Aim 4. Regulatory Approval Plan The plan will be developed under the direction of Sr/Key personnel John
Fuson, JD, an attorney at Crowell & Moring LLP and a former Associate Chief Counsel at FDA. Novo Engineering
has extensive experience in guiding prototype design in alignment with the requirements for FDA approval. The
proposed COVID-19 VOC-based testing device will be regulated by the FDA, likely as a Class I or II medical
device. Because there is no clear predicate device to reference in this case, we intend to submit a direct de novo
petition to FDA asking the agency to categorize and clear the proposed COVID-19 testing device as Class I or
Class II without reference to any predicate.","This program addresses the critical unmet need of an effective means to screen for COVID-19 infection, and
potentially other novel virus infections, in a community setting based upon the body odor signature of the
disease. The program will result in a validated prototype system, with a test time of minutes, a test cost of
approximately $0.50, on a path to rapid FDA approval.",Other Research-Related,U18,RADx-rad,SCENT
R61HD105613,Identifying biomarker signatures of prognostic value for Multisystem Inflammatory Syndrome in Children (MIS-C),"In adults, SARS-CoV-2 infection exhibits a wide range of clinical outcomes, from asymptomatic and mild disease
to severe viral pneumonia, respiratory distress, acute kidney injury, thrombotic disorders, and serious cardiac,
cerebrovascular and vascular complications. Severe infection can also occur both in children and young adults
(< 21), and a significant proportion of children admitted with Covid-19 require ICU support, frequently including
mechanical ventilation. In addition, children and adolescents with initially asymptomatic SARS-CoV-2 infection
have presented with a rare, but very severe multisystem inflammatory syndrome (MIS-C). Epidemiologic, clinical
and laboratory predictors of progression towards severe forms of acute infection with SARS-CoV-2 and MIS-C
are thus urgently needed in the fight against Covid-19 in this population. As defined in the NIH Rapid
Acceleration of Diagnostics (RADx) program, biomarker discovery can enable risk stratification and guide
interventional studies to target Covid-19 patients at enhanced risk of developing complications and/or severe
disease. To target this discovery initiative, herein we will use a battery of biological, immunological and molecular
tests, including Grating-Coupled Fluorescence Plasmonic (GCFP) and advanced flow cytometry, to study
children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection. GCFP allows the
use of disposable biosensor chips that can be mass-produced at low cost and spotted in microarray format to
greatly increase multiplexing capabilities. In addition, we will use a similar biomarker approach for rapid
differentiation of patients with MIS-C versus other pediatric infectious or inflammatory conditions where the
clinical presentation resembles MIS-C, most importantly Kawasaki disease. A child’s biologic and immunologic
response to SARS-CoV-2 exposure is likely influenced by a variety of factors, including genetics, epigenetics
and products of the mucosa/gut-brain axis, adipose tissue and neuroendocrine immune network, and further
modulated by environmental exposures. With these factors in mind, we hypothesize that a child’s biomarker
profile in response to SARS-CoV-2 infection enables a timely and accurate prediction of severity of Covid-19
and diagnosis of MIS-C, and will help guide treatment strategies, and predict patient outcomes. To test this
hypothesis, we will use a non-traditional diagnostic and comprehensive biomarker discovery to characterize the
clinical and laboratory spectrum of children and adolescents with mild, moderate and severe SARS-CoV-2
infection, as well as MIS-C. We will then validate our newly developed diagnostic and prognostic algorithm to
distinguish MIS-C from other inflammatory disorders with overlapping clinical manifestations, including Kawasaki
disease, and predict the longitudinal risk of complications.","SARS-CoV-2 infection has harshly impacted health care outcomes in children and young adults. This
groundbreaking project will employ multiple state-of-the-art technologies and approaches to evaluate children
and young adults (<21), enrolled in the United States and Colombia, across the spectrum of clinical
manifestations of Covid-19 to identify and validate biomolecules or bacterial signatures with diagnostic and
prognostic value.",Non-SBIR/STTR,R61,RADx-rad,PreVAIL kIds
U01HL152410,Midwest Biomedical Accelerator Consortium: MBArC,"The goal of this project is to establish robust, proof-of-concept feasibility for an innovative E-nose system,
termed the MOF-SCENT system, for real-time and non-invasive screening for asymptomatic and symptomatic
COVID-19 patients, with high accuracy based on the detection of VOCs emanating from exhaled breath. The
proposed OE-HCCR-MOF based E-nose sensor is a novel biosensing and chemical sensing technology that
will fundamentally advance E-nose sensing technologies due to the improved sensitivity and selectivity.","This proposal describes the design, fabrication, and proof-of-concept testing of a novel MOF-SCENT system
(Metal-Organic Frameworks for Screening COVID-19 by Electronic-Nose Technology) that features the
following advantages: (1) Highly selective and sensitive detection of a panel of VOCs that indicate COVID-19
disease; (2) fast response and recovery time; (3) portable, lowcost, robust, easy-to-use, and deployable in any
clinical, community, and everyday setting. The proposed accurate, sensitive, lowcost, robust, and portable
MOF-SCENT system provides a realistic approach to dramatically increase testing capacity for COVID-
19 because it can be rapidly integrated into and adopted by the public and healthcare systems by deploying a
large number of such systems at central facilities (e.g., airports, shopping malls), point-of-care sites (e.g.,
hospitals, pharmacies, urgent care centers), and workplaces, and even homes. The manufacturing of the
MOF-SCENT system can be easily scaled to > 50,000 units because the simple design can be fabricated out
of stainless steel in common machine shops, and the MOF materials are commercially available. The detector
of the MOF-SCENT system could be manufactured based on existing portable vector network analyzer (VNA)
interrogators (new VNA technology called MN7021A RF Sensor., Keysight Technologies, Santa Rosa, CA).
Commercially-available VNAs would be stripped down to increase production output and reduce costs
(Keysight Technologies can head up the effort to massproduce the interrogators). Capital costs for the
production ramp-up of large numbers of MOF-SCENT systems are minimal because existing machine shops
and Keysight Technologies’ electronic assembly infrastructure would be used. Installation of the MOFSCENT
system at homes, businesses, grocery stores, pharmacies, and medical clinics will significantly increase daily
accessibility to on-demand accurate testing and thereby mitigate the second wave of infections of SARS-CoV-
2. Keysight Technologies is the world’s largest test and measurement manufacturer, with a well-established
supply chain, superior logistics and technical support infrastructure, and a commitment to quality control.",Non-SBIR/STTR,U01,RADx-rad,Novel Biosensing and VOC
R01MD016526,Marshallese: Alternate Surveillance for COVID-19 in a Unique Population,"Marshallese Pacific Islanders bear a disproportionate burden of COVID-19 infection, hospitalization, and
death, with rates 4 to 25 times higher than those of other US racial and ethnic groups in the Continental US.2,3
For example, in Northwest Arkansas Marshallese people represent less than 3% of the total population, but
they account for 1 out of 5 COVID-19 cases in this area.2 Similarly, Marshallese represent just 1% of the
population in Spokane County, Washington, but were nearly 30% of COVID-19 cases between March and
May, 2020.4 Social determinants of health have powerful influences on community and individual risks for
COVID-19.18 Culturally, the Marshallese community is extremely tight-knit, self-contained, and highly clustered;
they often live in multi-generational households; and they traditionally value close contact and large social
events, all of which increase vulnerability to the COVID-19 pandemic.19,20Marshallese are important recipients
of effective surveillance efforts given the disproportionate impact of COVID-19 on this population and the long-
standing disparities in health and health care.
 The MASC-UP study will generate novel data that reflect variation in risk of COVID-19 infection based on
one’s place in the highly clustered Marshallese community. For Specific Aim 1, bilingual Marshallese
Community Health Workers will recruit and train a longitudinal cohort of 800 Marshallese adults, ages 18 and
older, in participatory disease surveillance methods that include using a wireless thermometer to continuously
track body temperature; social media and text messaging in which participants (aka citizen scientists) can
report symptoms; and a CHW helpline to report symptoms and request COVID-19 information. Participatory
disease surveillance complements traditional surveillance systems by engaging communities in reporting
COVID-19 symptoms and events. Its strengths lie in the speed at which data can be made available, the ability
to scale the technology to obtain data at low cost, and the ability to cover populations that might not otherwise
be tracked. For Specific Aim 2 participants will complete an ego-centric contact survey to characterize the
social contact networks of members in the disease surveillance cohort from Aim 1. The networks will allow
identification of people at highest risk of COVID-19 infection and elucidate targets for high-impact preventive
intervention. For Specific Aim 3 we will integrate findings from Aims 1 and 2 into the existing test-based
disease surveillance currently being performed at the state and local levels. This Aim will augment existing
surveillance systems that have proved insufficient to stem the pandemic in Marshallese people. The proposed
study will be generalizable to other high risk, clustered underserved populations.","The Marshallese: Alternate Surveillance for COVID-19 in a Unique Population (MASC UP) study will deploy
innovative, culturally tailored, multi-modal, multi-level participatory surveillance systems in 2 of the largest
Marshallese communities in the US: Northwest Arkansas and Spokane County, Washington. MASC UP will
demonstrate the value of culturally tailored, participatory disease surveillance developed and tested in real-
world settings to mitigate COVID-19 disparities in a high-risk, clustered population that has been profoundly
underserved by public health efforts to date. Our findings can be rapidly adapted and disseminated for
improved surveillance and disease prevention in other high-risk minority groups across the US.",Non-SBIR/STTR,R01,RADx-rad,Multimodal Surveillance
U01AA029324,Minimal False-alarm Touch-based Detection of SARS-Cov-2 Virus Particles using Poly-aptamers,"Available tools for detection of SARS-CoV-2 virus require extensive sample preparation and/or expensive lab-
based equipment to obtain accurate results. The objective in this proposal is to build a touch-screen sensor array
to directly capture, detect, and identify model SARS-CoV-2 virus particles with minimal false alarms. This ambi-
tious goal will be achieved by the interdisciplinary team of GE Research scientists and engineers and will be a
synergistic combination of the proposed innovations and the prior scientific and engineering accomplishments
of the team.
 Our proposed solution is based on several innovations driven by eliminating a need for a dedicated sam-
pling step and solving the problems of detection and reliable selective recognition of virus particles, performing
detection/recognition operation in a two-dimensional (2D) format of biosensors, e.g., as a touch-screen surface,
and having this technical solution as a low-profile, low power, unobtrusive device that can be adapted to diverse
application scenarios.
 Innovations of the proposed proof-of-principle touch-screen detector are in three main areas. For virus
recognition, we will create new multifunctional bioreceptors. Our transduction principle will be based on our
earlier reported transduction with the significantly enhanced performance. Our touch surface design will have a
2D array of biosensors.
 The proposed proof-of-principle sensor will be developed in five aims. Aim 1 will focus on demonstration of
new multifunctional bioreceptors. Aim 2 will focus on validation of the functionality of these multifunctional
bioreceptors upon their immobilization on sensor surface. Aim 3 will focus on demonstration of sensing of mod-
el virus particles in a layout of 2D array of biosensors. Aim 4 will focus on demonstration of virus recognition
with immobilized multifunctional bioreceptors in variable ambient conditions. Aim 5 will focus on demonstra-
tion of enhanced detection and recognition of model virus particles in the same layout of 2D array of biosensors
as in Aim 3, but under variable ambient conditions. The findings in this proposed work will change the state-of-
the-art biosensing paradigm and will improve the scientific knowledge, technologies, and workflow practice for
virus detection.","Reliable real-time detection of SARS-CoV-2 virus represents a considerable challenge, with available tools re-
quiring extensive sample preparation and/or expensive lab-based equipment to obtain accurate results. The ob-
jective in this proposal is to build a touch-screen sensor array to directly capture, detect, and identify model
SARS-CoV-2 virus particles with minimal false alarms. This ambitious goal will be achieved by the interdisci-
plinary team of GE Research scientists and engineers and will be a synergistic combination of the proposed in-
novations and the prior scientific and engineering accomplishments of the team.",Non-SBIR/STTR,U01,RADx-rad,Automatic Detection & Tracing
